StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5,Q6,Q7,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,QTMC_First Click,QTMC_Last Click,QTMC_Page Submit,QTMC_Click Count,QTME_First Click,QTME_Last Click,QTME_Page Submit,QTME_Click Count,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_11,Q32_12,Q32_13,Q32_14,Q32_15,Q32_16,Q33,Q34,Q35,Q36,Q37,SC0,SC1,SC2,SC3,SC4,SC5,SC6,SC7,KeyResponses,PlayerScore
3/11/25 21:44,3/11/25 22:17,IP Address,73.189.201.11,100,1969,True,3/11/25 22:17,R_7CUqv6aDLEj8q41,,,,,37.7558,-121.9527,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat uncomfortable,3-5 days a week,Sometimes,Sometimes,Sometimes,Fairly Often,Never,Sometimes,Sometimes,Never,Almost Never,Sometimes,Very typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Very typical of me,Rarely typical of me,3.395,3.395,270.794,1,,,,,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Somewhat corresponds,26-30 years old,Man,Middle Eastern,Low income/Lower class,Not very secure,131,22,30,79,22,19,28,10,,400
3/11/25 22:55,3/11/25 23:10,IP Address,107.200.89.22,100,892,True,3/11/25 23:10,R_7TszTVIoOtVcElL,,,,,33.0287,-117.0846,anonymous,EN,3-5 hours ago,8+ hours,Somewhat comfortable,6-7 days a week,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Fairly Often,Fairly Often,Not at all typical,Often typical of me,Somewhat typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Not at all typical,Somewhat typical of me,Often typical of me,Very typical of me,,,,,614.329,614.329,616.988,1,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,18-21 years old,Man,"White or European American,Middle Eastern",Comfortable income/Middle class,Secure,116,25,36,55,22,10,7,16,,800
3/11/25 22:57,3/11/25 23:10,IP Address,76.167.210.216,100,781,True,3/11/25 23:10,R_5EfHOixCieZaseQ,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,5-7 hours,Very comfortable,6-7 days a week,Almost Never,Very Often,Fairly Often,Fairly Often,Very Often,Fairly Often,Fairly Often,Fairly Often,Almost Never,Almost Never,Not at all typical,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Often typical of me,Rarely typical of me,Somewhat typical of me,Not at all typical,Rarely typical of me,Somewhat typical of me,0,0,428.187,0,,,,,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds completely,Somewhat corresponds,18-21 years old,Man,White or European American,Comfortable income/Middle class,Somewhat Secure,103,16,29,58,16,13,13,16,i,500
3/11/25 23:54,3/12/25 00:01,IP Address,68.6.212.83,100,372,True,3/12/25 00:01,R_3rprvivvGbBcGlY,,,,,33.1432,-117.1666,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely typical of me,Very typical of me,Not at all typical,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,0,0,82.263,0,,,,,Somewhat corresponds,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,18-21 years old,Woman,White or European American,Comfortable income/Middle class,Secure,107,21,49,37,7,4,19,7,i,0
3/12/25 00:01,3/12/25 00:24,IP Address,76.33.215.134,100,1353,True,3/12/25 00:24,R_7PRHgK5busq5mH2,,,,,32.9164,-117.1393,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,1-2 days a week,Sometimes,Very Often,Very Often,Sometimes,Sometimes,Fairly Often,Sometimes,Almost Never,Fairly Often,Very Often,Not at all typical,Often typical of me,Not at all typical,Often typical of me,Very typical of me,Very typical of me,Somewhat typical of me,Often typical of me,Often typical of me,Somewhat typical of me,,,,,0,0,641.915,0,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,22-25 years old,Non-binary,White or European American,Comfortable income/Middle class,Secure,126,29,42,55,28,16,7,4,,700
3/12/25 00:17,3/12/25 00:35,IP Address,76.33.215.134,100,1089,True,3/12/25 00:35,R_1j1EM62ONb0z309,,,,,32.9164,-117.1393,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Not at all typical,Often typical of me,Not at all typical,Often typical of me,Very typical of me,Very typical of me,Very typical of me,Somewhat typical of me,Very typical of me,Often typical of me,0,0,626.14,0,,,,,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,22-25 years old,Woman,White or European American,High income/Upper class,Secure,127,18,45,64,28,28,4,4,,1000
3/12/25 08:16,3/12/25 08:27,IP Address,38.96.34.18,100,695,True,3/12/25 08:28,R_6QQpPPbcs4saBSb,,,,,33.675,-118.0027,anonymous,EN,≥ 8 hours ago,5-7 hours,Somewhat comfortable,1-2 days a week,Fairly Often,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Not at all typical,Not at all typical,,,,,0,0,397.024,0,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,22-25 years old,Woman,Hispanic/Latino,Low income/Lower class,Not very secure,95,22,27,46,10,7,22,7,"u,i",100
3/12/25 08:27,3/12/25 08:33,IP Address,142.129.132.202,100,398,True,3/12/25 08:33,R_1ErMRgXzbCoYAcQ,,,,,33.9339,-117.8854,anonymous,EN,3-5 hours ago,5-7 hours,Neither comfortable nor uncomfortable,1-2 days a week,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Often typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,1.681,113.63,114.225,3,,,,,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds completely,26-30 years old,Man,White or European American,Low income/Lower class,Somewhat Secure,115,20,31,64,16,10,10,28,"u,i",0
3/12/25 09:14,3/12/25 09:31,IP Address,174.27.83.253,100,1005,True,3/12/25 09:31,R_7isxWfBVMvRWa9k,,,,,43.6138,-116.3972,anonymous,EN,≥ 8 hours ago,5-7 hours,Very comfortable,0 days a week,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Sometimes,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,,,,,611.941,611.941,612.195,1,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,31-40 years old,Man,White or European American,Low income/Lower class,Not very secure,77,17,26,34,7,13,10,4,,950
3/12/25 11:17,3/12/25 11:22,IP Address,128.12.123.113,100,302,True,3/12/25 11:22,R_7OZ9ZwUAP5g3twk,,,,,37.423,-122.1639,anonymous,EN,≤ 2 hours ago,8+ hours,Somewhat uncomfortable,3-5 days a week,Sometimes,Fairly Often,Very Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,Almost Never,Rarely typical of me,Often typical of me,Rarely typical of me,Somewhat typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Somewhat typical of me,Often typical of me,Often typical of me,0,0,64.367,0,,,,,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,22-25 years old,Man,White or European American,Comfortable income/Middle class,Somewhat Secure,116,18,37,61,10,16,25,10,i,0
3/12/25 11:26,3/12/25 11:43,IP Address,70.174.241.130,100,1014,True,3/12/25 11:43,R_5vkNxUM1KO0e3Hv,,,,,32.6917,-117.1151,anonymous,EN,≤ 2 hours ago,5-7 hours,Very uncomfortable,3-5 days a week,Sometimes,Almost Never,Sometimes,Very Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Almost Never,Almost Never,Not at all typical,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,,,,,621.612,634.444,645.599,11,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,18-21 years old,Man,Hispanic/Latino,Low income/Lower class,Not very secure,125,12,28,85,28,22,22,13,"i,i,i,i",500
3/12/25 12:30,3/12/25 12:39,IP Address,207.233.76.248,100,550,True,3/12/25 12:39,R_71mh3XB2u7btj5Z,,,,,33.816,-117.9692,anonymous,EN,≥ 8 hours ago,5-7 hours,Somewhat comfortable,1-2 days a week,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Often typical of me,Often typical of me,Often typical of me,Often typical of me,Often typical of me,Often typical of me,,,,,0,0,218.914,0,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds not at all,26-30 years old,Woman,Other,Comfortable income/Middle class,Secure,117,19,37,61,28,7,22,4,i,400
3/11/25 18:32,3/12/25 13:04,IP Address,139.182.209.235,100,66703,True,3/12/25 13:04,R_1dXdb3SSzrL8WDo,,,,,34.2166,-117.3908,anonymous,EN,≤ 2 hours ago,2-4 hours,Somewhat uncomfortable,6-7 days a week,Almost Never,Never,Almost Never,Fairly Often,Very Often,Almost Never,Fairly Often,Sometimes,Sometimes,Almost Never,Rarely typical of me,Rarely typical of me,Rarely typical of me,Not at all typical,Not at all typical,Rarely typical of me,Not at all typical,Not at all typical,Somewhat typical of me,Not at all typical,,,,,2774.003,2774.003,2776.991,1,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds completely,22-25 years old,Man,White or European American,High income/Upper class,Secure,106,10,20,76,13,16,22,25,,100
3/12/25 13:22,3/12/25 13:30,IP Address,47.157.89.126,100,489,True,3/12/25 13:30,R_3w8izg9EXxz1V3H,,,,,34.003,-118.4298,anonymous,EN,≥ 8 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Somewhat typical of me,Very typical of me,Somewhat typical of me,Very typical of me,Often typical of me,Very typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Often typical of me,,,,,0,0,290.967,0,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,22-25 years old,Woman,"White or European American,East Asian",Comfortable income/Middle class,Somewhat Secure,108,22,40,46,7,10,13,16,i,100
3/12/25 13:39,3/12/25 13:58,IP Address,128.54.14.128,100,1153,True,3/12/25 13:58,R_3pWaS0911ck2xc1,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,5-7 hours,Neither comfortable nor uncomfortable,3-5 days a week,Almost Never,Sometimes,Very Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Fairly Often,Rarely typical of me,Often typical of me,Rarely typical of me,Often typical of me,Often typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Very typical of me,Often typical of me,0,0,659.619,0,,,,,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,18-21 years old,Woman,Middle Eastern,Comfortable income/Middle class,Secure,124,20,40,64,19,19,22,4,,650
3/12/25 13:47,3/12/25 14:00,IP Address,128.54.5.129,100,804,True,3/12/25 14:00,R_7B35KlWt4jzF6mu,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,8+ hours,Very comfortable,3-5 days a week,Almost Never,Never,Fairly Often,Fairly Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Almost Never,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Not at all typical,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,0.915,605.803,607.027,3,,,,,Corresponds completely,Corresponds not at all,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,18-21 years old,Woman,White or European American,Comfortable income/Middle class,Secure,100,11,25,64,22,13,19,10,,450
3/12/25 14:07,3/12/25 14:12,IP Address,137.110.81.39,100,332,True,3/12/25 14:12,R_6rUTcIet9G38VJm,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,1-2 days a week,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Almost Never,Sometimes,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Not at all typical,Rarely typical of me,Often typical of me,Rarely typical of me,1.555,2.661,131.986,2,,,,,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,18-21 years old,Prefer not to say,East Asian,Comfortable income/Middle class,Secure,95,18,28,49,19,10,7,13,i,150
3/12/25 14:38,3/12/25 14:54,IP Address,69.196.47.197,100,941,True,3/12/25 14:54,R_71yeTICZZLg4OOV,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,8+ hours,Somewhat uncomfortable,6-7 days a week,Fairly Often,Sometimes,Very Often,Sometimes,Fairly Often,Sometimes,Sometimes,Almost Never,Sometimes,Fairly Often,Rarely typical of me,Often typical of me,Rarely typical of me,Often typical of me,Often typical of me,Often typical of me,Very typical of me,Somewhat typical of me,Often typical of me,Often typical of me,,,,,613.099,613.099,616.17,1,Corresponds completely,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,18-21 years old,Man,South Asian,High income/Upper class,Secure,143,24,40,79,28,22,13,16,,1250
3/12/25 14:39,3/12/25 15:18,IP Address,137.110.58.210,100,2322,True,3/12/25 15:18,R_34kLVAvfvjWdsVb,,,,,32.8246,-117.1971,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat uncomfortable,3-5 days a week,Almost Never,Almost Never,Fairly Often,Very Often,Fairly Often,Sometimes,Fairly Often,Very Often,Almost Never,Almost Never,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Often typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,0,0,582.797,0,,,,,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,22-25 years old,Man,White or European American,High income/Upper class,Secure,92,11,29,52,16,7,13,16,i,1000
3/12/25 15:26,3/12/25 15:41,IP Address,128.54.177.168,100,867,True,3/12/25 15:41,R_6Nk56d8owgKjClV,,,,,33.9277,-118.2034,anonymous,EN,≤ 2 hours ago,8+ hours,Somewhat comfortable,3-5 days a week,Sometimes,Very Often,Fairly Often,Sometimes,Fairly Often,Almost Never,Fairly Often,Sometimes,Sometimes,Almost Never,Not at all typical,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,Often typical of me,Very typical of me,Somewhat typical of me,Very typical of me,,,,,0,0,619.891,0,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,18-21 years old,Woman,South Asian,High income/Upper class,Secure,107,19,39,49,16,10,13,10,,900
3/12/25 16:18,3/12/25 16:29,IP Address,163.116.145.91,100,625,True,3/12/25 16:29,R_7UipwiajtF8Uzrr,,,,,39.0469,-77.4903,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,Almost Never,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Often typical of me,Somewhat typical of me,Not at all typical,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,,,,,154.64,154.64,357.911,1,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,22-25 years old,Man,South Asian,Comfortable income/Middle class,Somewhat Secure,115,18,27,70,16,10,25,19,,100
3/12/25 16:41,3/12/25 16:51,IP Address,137.110.70.140,100,596,True,3/12/25 16:51,R_6ZrvvdzwcGewcYV,,,,,32.8595,-117.2124,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat uncomfortable,3-5 days a week,Fairly Often,Very Often,Very Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Almost Never,Very Often,Very Often,Not at all typical,Very typical of me,Not at all typical,Very typical of me,Very typical of me,Rarely typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,Somewhat typical of me,,,,,392.628,392.628,393.111,1,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,18-21 years old,Woman,East Asian,Comfortable income/Middle class,Not very secure,127,29,40,58,7,7,22,22,"u,i",0
3/12/25 18:09,3/12/25 18:18,IP Address,137.110.84.29,100,567,True,3/12/25 18:18,R_5wQDwYKSHXYeMuw,,,,,33.9794,-118.2176,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat uncomfortable,1-2 days a week,Almost Never,Almost Never,Fairly Often,Fairly Often,Sometimes,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Often typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Often typical of me,0,0,304.953,0,,,,,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds completely,18-21 years old,Woman,South Asian,Comfortable income/Middle class,Secure,121,18,33,70,16,16,13,25,,200
3/12/25 18:10,3/12/25 18:19,IP Address,128.54.43.237,100,514,True,3/12/25 18:19,R_7yAfzLK6yQkmJON,,,,,32.8595,-117.2124,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat comfortable,1-2 days a week,Sometimes,Almost Never,Sometimes,Fairly Often,Sometimes,Almost Never,Fairly Often,Fairly Often,Fairly Often,Sometimes,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,,,,,2.094,2.094,240.446,1,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,18-21 years old,Woman,South Asian,Comfortable income/Middle class,Secure,77,16,27,34,4,16,4,10,,0
3/12/25 18:06,3/12/25 18:20,IP Address,137.110.71.42,100,819,True,3/12/25 18:20,R_7JJGV2aguVWCCzA,,,,,32.8595,-117.2124,anonymous,EN,6-8 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Not at all typical,Somewhat typical of me,Not at all typical,Very typical of me,Often typical of me,Very typical of me,Often typical of me,Often typical of me,Very typical of me,Somewhat typical of me,607.745,607.745,609.344,1,,,,,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,18-21 years old,Man,South Asian,Comfortable income/Middle class,Secure,116,18,43,55,28,10,4,13,"u,u,u,u,u,u",0
3/12/25 18:05,3/12/25 18:20,IP Address,128.54.2.187,100,854,True,3/12/25 18:20,R_6hEgx8EWVOPyhYi,,,,,32.7967,-117.1367,anonymous,EN,≤ 2 hours ago,2-4 hours,Neither comfortable nor uncomfortable,6-7 days a week,Almost Never,Sometimes,Fairly Often,Fairly Often,Fairly Often,Almost Never,Very Often,Fairly Often,Never,Almost Never,Somewhat typical of me,Rarely typical of me,Often typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Not at all typical,Somewhat typical of me,Somewhat typical of me,,,,,497.683,613.562,614.801,8,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,18-21 years old,Man,East Asian,Comfortable income/Middle class,Somewhat Secure,101,11,26,64,28,19,4,13,,1200
3/12/25 18:05,3/12/25 18:20,IP Address,137.110.52.52,100,859,True,3/12/25 18:20,R_3nGh9yYO5ojK0HD,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,6-7 days a week,Almost Never,Almost Never,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,Often typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,Not at all typical,Not at all typical,Rarely typical of me,Somewhat typical of me,0,0,609.179,0,,,,,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,18-21 years old,Man,South Asian,Comfortable income/Middle class,Secure,102,15,20,67,28,13,13,13,,400
